a1,a6,a7,a8,label
1787,0.283333333,0.1748,1,1
1788,0.5,0.1748,1,1
1789,0.183333333,0.1748,1,1
1790,0.416666667,0.1748,1,1
1791,0.6,0,0,1
1792,0.733333333,0.3496,1,1
1793,0.25,0.1748,1,1
1794,0.883333333,0.3496,1,1
1795,0.416666667,0.1748,1,1
1796,0.333333333,0.1748,1,1
1797,0.3,0.1748,1,1
1798,0.333333333,0.1748,1,1
1799,0.283333333,0,0,1
1800,0.3,0.1748,1,1
1801,0.1,0.1748,1,1
1802,1.316666667,0.5244,1,1
1803,0.316666667,0,0,1
1804,0.183333333,0,0,1
1805,0.2,0.1748,1,1
1806,0.283333333,0,0,1
1807,0.166666667,0.1748,1,1
1808,0.15,0.1748,1,1
1809,0.266666667,0.1748,1,1
1810,0.166666667,0.1748,1,1
1811,0.516666667,0.3496,1,1
1812,0.166666667,0,0,1
1813,0.1,0.1748,1,1
1814,0.316666667,0,0,1
1815,0.233333333,0.1748,1,1
1816,0.516666667,0.3496,1,1
1817,1.566666667,0.6992,1,1
1818,0.133333333,0.1748,1,1
1819,0.266666667,0.1748,1,1
1820,0.116666667,0.1748,1,1
1821,7.933333333,0,0,1
1822,0.166666667,0.1748,1,1
1823,0.2,0.1748,1,1
1824,0.416666667,0.1748,1,1
1825,40.83333333,14.3336,1,1
1826,0.066666667,0.1748,1,1
1827,0.266666667,0.1748,1,1
1828,0.183333333,0.1748,1,1
1829,0.233333333,0.1748,1,1
1830,0.383333333,0.1748,1,1
1831,0.483333333,0.1748,1,1
1832,1.9,0,0,1
1833,0.966666667,0.3496,1,1
1834,0.05,0.1748,1,1
1835,1.383333333,0.5244,1,1
1836,0.55,0.3496,1,1
1837,2.216666667,0.874,1,1
1838,0.5,0.1748,1,1
1839,0.633333333,0.3496,1,1
1840,0.616666667,0.3496,1,1
1841,0.266666667,0.1748,1,1
1842,0.116666667,0.1748,1,1
1843,0.816666667,0.3496,1,1
1844,0.166666667,0.1748,1,1
1845,0.45,0.1748,1,1
1846,0.566666667,0.3496,1,1
1847,0.516666667,0.3496,1,1
1848,3.933333333,1.3984,1,1
1849,0.3,0.1748,1,1
1850,1.483333333,0,0,1
1851,0.216666667,0.1748,1,1
1852,0.966666667,0.304,1,1
1853,0.533333333,0,0,1
1854,0.25,0.1748,1,1
1855,0.3,0.1748,1,1
1856,0.6,0.3496,1,1
1857,0.266666667,0,0,1
1858,0.333333333,0,0,1
1859,0.183333333,0.1748,1,1
1860,1.3,0,0,1
1861,0.466666667,0,0,1
1862,0.116666667,0,0,1
1863,0.15,0,0,1
1864,0.083333333,0.1748,1,1
1865,1.016666667,0.5244,1,1
1866,0.183333333,0,0,1
1867,0.033333333,0.1748,1,1
1868,0.666666667,0.3496,1,1
1869,0.016666667,0.1748,1,1
1870,0.15,0,0,1
1871,0.15,0,0,1
1872,0.383333333,0.1748,1,1
1873,0.566666667,0,0,1
1874,1.166666667,0,0,1
1875,0.433333333,0.1748,1,1
1876,0.45,0.1748,1,1
1877,0.1,0.1748,1,1
1878,0.15,0.1748,1,1
1879,0.183333333,0.1748,1,1
1880,0.283333333,0.1748,1,1
1881,0.016666667,0.1748,1,1
1882,0.5,0.1748,1,1
1883,0.366666667,0.1748,1,1
1884,0.2,0.1748,1,1
1885,1.133333333,0.5244,1,1
1886,0.616666667,0.3496,1,1
1887,0.05,0,0,1
1888,0.15,0,0,1
1889,0.183333333,0,0,1
1890,10.5,0,0,1
1891,0.216666667,0.1748,1,1
1892,0.883333333,0,0,1
1893,0.066666667,0.1748,1,1
1894,8.5,0,0,1
1895,0.416666667,0.1748,1,1
1896,0.35,0.1748,1,1
1897,1.15,0,0,1
1898,28.5,0,0,1
1899,0.583333333,0.3496,1,1
1900,0.85,0.3496,1,1
1901,0.183333333,0.1748,1,1
1902,0.133333333,0.1748,1,1
1903,1.366666667,0.5244,1,1
1904,0.366666667,0.1748,1,1
1905,0.683333333,0.3496,1,1
1906,7.733333333,2.7968,1,1
1907,0.383333333,0.1748,1,1
1908,0.166666667,0.1748,1,1
1909,0.166666667,0.1748,1,1
1910,0.916666667,0.3496,1,1
1911,25.65,7.904,1,1
1912,0.366666667,0.1748,1,1
1913,0.75,0,0,1
1914,0.216666667,0,0,1
1915,0.35,0.1748,1,1
1916,0.35,0.1748,1,1
1917,0.366666667,0.1748,1,1
1918,2.016666667,0.874,1,1
1919,0.266666667,0.1748,1,1
1920,0.266666667,0.1748,1,1
1921,0.566666667,0,0,1
1922,0.416666667,0.1748,1,1
1923,1.433333333,0.5244,1,1
1924,0.533333333,0.3496,1,1
1925,0.616666667,0.3496,1,1
1926,0.116666667,0.1748,1,1
1927,0.283333333,0.1748,1,1
1928,1,0.3496,1,1
1929,1.316666667,0,0,1
1930,0.75,0.3496,1,1
1931,0.133333333,0,0,1
1932,0.133333333,0,0,1
1933,0.133333333,0.1748,1,1
1934,6.683333333,0,0,1
1935,0.333333333,0.1748,1,1
1936,0.25,0.1748,1,1
1937,0.95,0.3496,1,1
1938,0.233333333,0,0,1
1939,0.333333333,0.1748,1,1
1940,0.85,0.3496,1,1
1941,0.183333333,0.1748,1,1
1942,0.933333333,0,0,1
1943,0.3,0.1748,1,1
1944,0.466666667,0.1748,1,1
1945,0.283333333,0.1748,1,1
1946,0.366666667,0,0,1
1947,0.016666667,0.1748,1,1
1948,0.2,0.1748,1,1
1949,0.2,0,0,1
1950,1.266666667,0.5244,1,1
1951,0.316666667,0.1748,1,1
1952,0.183333333,0.1748,1,1
1953,0.15,0.1748,1,1
1954,0.1,0.1748,1,1
1955,0.216666667,0.1748,1,1
1956,0.266666667,0.1748,1,1
1957,0.35,0.1748,1,1
1958,0.25,0.1748,1,1
1959,0.183333333,0,0,1
1960,2.8,1.0488,1,1
1961,3.416666667,0,0,1
1962,0.483333333,0,0,1
1963,0.3,0,0,1
1964,0.783333333,0.304,1,1
1965,0.066666667,0.1748,1,1
1966,0.066666667,0,0,1
1967,1.483333333,0.5244,1,1
1968,0.066666667,0.1748,1,1
1969,0.2,0.1748,1,1
1970,0.4,0.1748,1,1
1971,0.066666667,0.1748,1,1
1972,0.2,0.1748,1,1
1973,0.566666667,0.3496,1,1
1974,0.6,0.3496,1,1
1975,0.383333333,0.1748,1,1
1976,0.25,0.1748,1,1
1977,0.583333333,0.3496,1,1
1978,0.166666667,0.1748,1,1
1979,0.25,0.1748,1,1
1980,0.45,0.1748,1,1
1981,0.216666667,0.1748,1,1
1982,0.616666667,0.3496,1,1
1983,0.216666667,0.1748,1,1
1984,0.366666667,0.1748,1,1
1985,0.15,0.1748,1,1
1986,0.083333333,0.1748,1,1
1987,2.366666667,0.874,1,1
1988,0.433333333,0.1748,1,1
1989,0.683333333,0.3496,1,1
1990,0.316666667,0.1748,1,1
1991,0.65,0.3496,1,1
1992,0.7,0.3496,1,1
1993,0.4,0.1748,1,1
1994,0.1,0.1748,1,1
1995,0.033333333,0.1748,1,1
1996,0.433333333,0.1748,1,1
1997,0.266666667,0,0,1
1998,1.283333333,0,0,1
1999,1.1,0.5244,1,1
2000,1.016666667,0.5244,1,1
